,timestamp,open,high,low,close,volume
152,1679025600000,156.08,156.74,154.28,155.0,98944633.0
153,1679284800000,155.07,157.82,154.15,157.4,72711415.0
154,1679371200000,157.32,159.4,156.54,159.28,73938285.0
155,1679457600000,159.3,162.14,157.81,157.83,75349311.0
156,1679544000000,158.83,161.5501,157.68,158.93,67482060.0
157,1679630400000,158.86,160.34,157.85,160.25,59006343.0
158,1679889600000,159.94,160.77,157.87,158.28,52390266.0
159,1679976000000,157.97,158.49,155.98,157.65,45992152.0
160,1680062400000,159.37,161.05,159.35,160.77,51305691.0
161,1680148800000,161.53,162.47,161.271,162.36,49210289.0
162,1680235200000,162.44,165.0,161.91,164.9,68749792.0
163,1680494400000,164.27,166.29,164.22,166.17,56976187.0
164,1680580800000,166.595,166.84,165.11,165.63,46278295.0
165,1680667200000,164.74,165.05,161.8,163.76,51511744.0
166,1680753600000,162.43,164.9584,162.0,164.66,45390123.0
167,1681099200000,161.42,162.03,160.08,162.03,47670382.0
168,1681185600000,162.35,162.36,160.51,160.8,47494217.0
169,1681272000000,161.22,162.06,159.78,160.1,50133062.0
170,1681358400000,161.63,165.8,161.42,165.56,68418649.0
171,1681444800000,164.59,166.32,163.82,165.21,49314480.0
172,1681704000000,165.09,165.39,164.03,165.23,41516217.0
173,1681790400000,166.1,167.41,165.65,166.47,49915508.0
174,1681876800000,165.8,168.16,165.54,167.63,47621166.0
175,1681963200000,166.09,167.87,165.56,166.65,52456377.0
176,1682049600000,165.05,166.4521,164.49,165.02,57736141.0
177,1682308800000,165.0,165.6,163.89,165.33,41449581.0
178,1682395200000,165.19,166.305,163.73,163.77,48652863.0
179,1682481600000,163.055,165.28,162.8,163.76,45487296.0
180,1682568000000,165.19,168.56,165.19,168.41,64898729.0
181,1682654400000,168.49,169.85,167.8801,169.68,55275851.0
182,1682913600000,169.28,170.45,168.64,169.59,52424936.0
183,1683000000000,170.09,170.35,167.54,168.54,48425696.0
184,1683086400000,169.5,170.92,167.16,167.45,65126998.0
185,1683172800000,164.89,167.04,164.31,165.79,81225673.0
186,1683259200000,170.975,174.3,170.76,173.57,113402971.0
187,1683518400000,172.48,173.85,172.11,173.5,55962634.0
188,1683604800000,173.05,173.54,171.6,171.77,45326874.0
189,1683691200000,173.02,174.03,171.9,173.555,53724501.0
190,1683777600000,173.85,174.59,172.17,173.75,49473076.0
191,1683864000000,173.62,174.06,171.0,172.57,45533138.0
192,1684123200000,173.16,173.21,171.47,172.07,37264259.0
193,1684209600000,171.99,173.1383,171.7991,172.07,42110293.0
194,1684296000000,171.71,172.925,170.4201,172.69,57934404.0
195,1684382400000,173.0,175.24,172.58,175.05,65496657.0
196,1684468800000,176.39,176.39,174.94,175.16,55525641.0
197,1684728000000,173.98,174.71,173.45,174.2,43570932.0
198,1684814400000,173.13,173.3794,171.275,171.56,50745163.0
199,1684900800000,171.09,172.4183,170.52,171.84,43711588.0
200,1684987200000,172.41,173.895,171.69,172.99,55889523.0
201,1685073600000,173.32,175.77,173.11,175.43,54834975.0
202,1685419200000,176.96,178.99,176.57,177.3,55963954.0
203,1685505600000,177.325,179.35,176.76,177.25,99625288.0
204,1685592000000,177.7,180.12,176.9306,180.09,68901712.0
205,1685678400000,181.03,181.78,179.26,180.95,61996852.0
206,1685937600000,182.63,184.951,178.035,179.58,121722517.0
207,1686024000000,179.965,180.12,177.43,179.21,64845314.0
208,1686110400000,178.44,181.21,177.32,177.82,61944615.0
209,1686196800000,177.895,180.84,177.46,180.57,50210681.0
210,1686283200000,181.5,182.23,180.63,180.96,48869360.0
211,1686542400000,181.27,183.89,180.97,183.79,54754995.0
212,1686628800000,182.8,184.15,182.44,183.31,54867129.0
